Mat.Grp.Description	MPN	Material Description	rec_type	Size	Model / Brand	Ply Rating	Tire Type	Tread Pattern/Type	Other	load index and speed rating	Alternate	Industrial	All Terrain	European Standards	Loose Tube Packaging	Tube Extra	DOT	Domestic	Defense
Tractor Rear	100111	13.6-28 SAMRAAT SUPER ALT TT 12PR	Bias-Ply	13.6-28	SAMRAAT SUPER ALT	12PR	TubeType												
Tractor Rear	100144	16.9-28 SAMRAAT PLUS TT 12PR	Bias-Ply	16.9-28	SAMRAAT PLUS	12PR	TubeType												
Tractor Rear	100574	12.4-28 SAMRAAT SUPER ALT TT 12PR	Bias-Ply	12.4-28	SAMRAAT SUPER ALT	12PR	TubeType												
Tractor Rear	100832	14.9-28 SAMRAAT SUPER TT 12PR	Bias-Ply	14.9-28	SAMRAAT SUPER	12PR	TubeType												
Tractor Rear	101419	16.9-28 SAMRAAT PLUS ALT TT 12PR	Bias-Ply	16.9-28	SAMRAAT PLUS ALT	12PR	TubeType												
Tractor Rear	101545	14.9-28 SAMRAAT SUPER ALT TT 12PR	Bias-Ply	14.9-28	SAMRAAT SUPER ALT	12PR	TubeType												
Tractor Rear	101647	9.5-24 ALTURA ALT TT 8PR	Bias-Ply	9.5-24	ALT	8PR	TubeType		ALTURA										
Tractor Rear	104432	9.5-20 AAYUSHMAAN DEEP LUG TT 6PR	Bias-Ply	9.5-20	AAYUSHMAAN DEEP LUG	6PR	TubeType												
Tractor Rear	106036	9.5-20 AAYUSHMAAN DEEP LUG R1W TT 8PR	Bias-Ply	9.5-20	AAYUSHMAAN DEEP LUG R1W	8PR	TubeType												
Tractor Rear	106561	13.6-28 VARDHAN TT 12PR	Bias-Ply	13.6-28	VARDHAN	12PR	TubeType												
Tractor Rear	106562	14.9-28 VARDHAN TT 12PR	Bias-Ply	14.9-28	VARDHAN	12PR	TubeType												
Tractor Rear	106778	12.4-28 VARDHAN TT 12PR	Bias-Ply	12.4-28	VARDHAN	12PR	TubeType												
Tractor Rear	106779	16.9-28 VARDHAN TT 12PR	Bias-Ply	16.9-28	VARDHAN	12PR	TubeType												
Tractor Rear	107340	9.5-20 8PR AAYUSHMAAN DEEP LUG R1W TT(R)	Bias-Ply	9.5-20	AAYUSHMAAN DEEP LUG R1W	8PR	TubeType												
Tractor Rear	107671	14.9-28 RDSP504 TT 12PR	Bias-Ply	14.9-28	RDSP504	12PR	TubeType												
Tractor Rear	112756	14.9-28 RDSP505 12PR TT	Bias-Ply	14.9-28	RDSP505	12PR	TubeType												
Tractor Rear	112893	14.9-28 RDSP 507 R-1W+ 12PR TT	Bias-Ply	14.9-28	RDSP 507 R-1W+	12PR	TubeType												
Tractor Rear	113085	15.9-28 VARDHAN 12PR TT	Bias-Ply	15.9-28	VARDHAN	12PR	TubeType												
Tractor Rear	113099	15.9-28 RDSP 511 12PR TT R1W+	Bias-Ply	15.9-28	RDSP 511	12PR	TubeType	R1W+											
Tractor Rear	113290	16.9-28 PUDDLE XL 12PR TT	Bias-Ply	16.9-28	PUDDLE XL	12PR	TubeType												
Tractor Rear	113406	13.6-28 PUDDLE XL 12PR TT	Bias-Ply	13.6-28	PUDDLE XL	12PR	TubeType												
Tractor Rear	114079	14.9-28 PUDDLE XL 12PR TT	Bias-Ply	14.9-28	PUDDLE XL	12PR	TubeType												
Tractor Rear	114081	15.9-28 PUDDLE XL 12PR TT	Bias-Ply	15.9-28	PUDDLE XL	12PR	TubeType												
Tractor Rear	114675	18.4-30 VARDHAN 14PR TT	Bias-Ply	18.4-30	VARDHAN	14PR	TubeType												
Tractor Rear	114959	14.9-28 AAYUSHMAAN X3 TT 12PR	Bias-Ply	14.9-28	AAYUSHMAAN X3	12PR	TubeType												
Tractor Trailer	100374	9.00-16 SAMRAAT TURBO LUG TT 16PR	Bias-Ply	9.00-16	SAMRAAT TURBO LUG	16PR	TubeType												
Tractor Trailer	101860	9.00-16 SAMRAAT TURBO LUG TT 18PR	Bias-Ply	9.00-16	SAMRAAT TURBO LUG	18PR	TubeType												
Tractor Trailer	105477	9.00-16 SAMRAAT TURBO LUG TT 16PR 0 DEG	Bias-Ply	9.00-16	SAMRAAT TURBO LUG	16PR	TubeType		0 DEG										
Tractor Trailer	105828	9.00-16 SAMRAAT TURBO LUG TT 18PR 0 DEG	Bias-Ply	9.00-16	SAMRAAT TURBO LUG	18PR	TubeType		0 DEG										
Tractor Trailer	106527	9.00-16 SAMRAAT TURBO LUG TT 12PR	Bias-Ply	9.00-16	SAMRAAT TURBO LUG	12PR	TubeType												
Tractor Trailer	106528	9.00-20 TROLLEYMAX TT 16PR	Bias-Ply	9.00-20	TROLLEYMAX	16PR	TubeType												
Tractor Trailer	107836	9-16 SAMRAAT TURBO LUG 16 PR TT (PET)	Bias-Ply	"9-16"	SAMRAAT TURBO LUG	16PR	TubeType												
Tractor Trailer	114296	9.00-20 SAMRAAT TURBO RIB 16PR TT	Bias-Ply	9.00-20	SAMRAAT TURBO RIB	16PR	TubeType												
Truck Bias Tyres	100009	10.00-20 ST92 TT 14PR	Bias-Ply	10.00-20	ST92	14PR	TubeType												
Truck Bias Tyres	100010	10.00-20 CLT NOVA ALT TT 16PR E4	Bias-Ply	10.00-20	CLT NOVA ALT	16PR	TubeType	E4											
Truck Bias Tyres	100011	10.00-20 CL TROLLA TT 16PR	Bias-Ply	10.00-20	CL TROLLA	16PR	TubeType												
Truck Bias Tyres	100012	10.00-20 FM78 TT 16PR	Bias-Ply	10.00-20	FM78	16PR	TubeType												
Truck Bias Tyres	100013	10.00-20 FLEET MASTER TT 16PR EDOT E4	Bias-Ply	10.00-20	FLEET MASTER	16PR	TubeType	E4						EU			DOT		
Truck Bias Tyres	100014	10.00-20 FM SUPER TT 16PR	Bias-Ply	10.00-20	FM SUPER	16PR	TubeType												
Truck Bias Tyres	100015	10.00-20 HCL MILER TT 16PR	Bias-Ply	10.00-20	HCL MILER	16PR	TubeType												
Truck Bias Tyres	100016	10.00-20 HCL SUPER E 145/141K TT 16PR	Bias-Ply	10.00-20	HCL SUPER E	16PR	TubeType			145/141K									
Truck Bias Tyres	100017	10.00-20 HCL SUPER TT 16PR	Bias-Ply	10.00-20	HCL SUPER	16PR	TubeType												
Truck Bias Tyres	100021	10.00-20 LUG TUF ALT TT 16PR INMET	Bias-Ply	10.00-20	LUG TUF ALT	16PR	TubeType		INMET										
Truck Bias Tyres	100022	10.00-20 LUG PLUS TT 16PR	Bias-Ply	10.00-20	LUG PLUS	16PR	TubeType												
Truck Bias Tyres	100023	10.00-20 LUG XL TT 16PR	Bias-Ply	10.00-20	LUG XL	16PR	TubeType												
Truck Bias Tyres	100024	10.00-20 MILE XL TT 16PR	Bias-Ply	10.00-20	MILE XL	16PR	TubeType												
Truck Bias Tyres	100027	10.00-20 ROAD TUF ALT TT 16PR INMET	Bias-Ply	10.00-20	ROAD TUF ALT	16PR	TubeType		INMET										
Truck Bias Tyres	100028	10.00-20 TRACK LUG TT 16PR	Bias-Ply	10.00-20	TRACK LUG	16PR	TubeType												
Truck Bias Tyres	100029	10.00-20 TURBO RIB TT 16PR	Bias-Ply	10.00-20	TURBO RIB	16PR	TubeType												
Truck Bias Tyres	100030	10.00-20 UT777 TT 16PR	Bias-Ply	10.00-20	UT777	16PR	TubeType												
Truck Bias Tyres	100031	10.00-20 UT999 TT 16PR	Bias-Ply	10.00-20	UT999	16PR	TubeType												
Truck Bias Tyres	100033	10.00-20 FM78 TT 18PR	Bias-Ply	10.00-20	FM78	18PR	TubeType												
Truck Bias Tyres	100034	10.00-20 HCL SUPER HL TT 18PR	Bias-Ply	10.00-20	HCL SUPER HL	18PR	TubeType												
Truck Bias Tyres	100036	10.00-20 RD SUPER TT 18PR	Bias-Ply	10.00-20	RD SUPER	18PR	TubeType												
Truck Bias Tyres	100037	10.00-20 SUPER DUMPER HD TT 18PR	Bias-Ply	10.00-20	SUPER DUMPER HD	18PR	TubeType												
Truck Bias Tyres	100038	10.00-20 TRAC XL TT 18PR	Bias-Ply	10.00-20	TRAC XL	18PR	TubeType												
Truck Bias Tyres	100047	11.00-20 FM TT 16PR DOT E4	Bias-Ply	11.00-20	FM	16PR	TubeType	E0									DOT		
Truck Bias Tyres	100049	11.00-20 HCL SUPER TT 16PR	Bias-Ply	11.00-20	HCL SUPER	16PR	TubeType												
Truck Bias Tyres	100050	11.00-20 LUG TUF ALT TT 16PR IM	Bias-Ply	11.00-20	LUG TUF ALT	16PR	TubeType	IM											
Truck Bias Tyres	100051	11.00-20 ROAD TUF ALT TT 16PR INMET	Bias-Ply	11.00-20	ROAD TUF ALT	16PR	TubeType		INMET										
Truck Bias Tyres	100053	11.00-20 UT77 TT 16PR	Bias-Ply	11.00-20	UT77	16PR	TubeType												
Truck Bias Tyres	100055	11.00-20 FM TT 18PR	Bias-Ply	11.00-20	FM	18PR	TubeType												
Truck Bias Tyres	100058	11.00-20 HCL SUPER TT 18PR	Bias-Ply	11.00-20	HCL SUPER	18PR	TubeType												
Truck Bias Tyres	100060	11.00-20 LUG TUF ALT TT 18PR	Bias-Ply	11.00-20	LUG TUF ALT	18PR	TubeType												
Truck Bias Tyres	100061	11.00-20 UT999 TT 18PR	Bias-Ply	11.00-20	UT999	18PR	TubeType												
Truck Bias Tyres	100066	11.00-22 RAMA II ALT TT 16PR INMET	Bias-Ply	11.00-22	RAMA II ALT	16PR	TubeType		INMET										
Truck Bias Tyres	100081	12.00-20 FM TT 18PR DOT E4	Bias-Ply	12.00-20	FM	18PR	TubeType	E1									DOT		
Truck Bias Tyres	100082	12.00-20 HCL SUPER TT 18PR DOT E4	Bias-Ply	12.00-20	HCL SUPER	18PR	TubeType	E2									DOT		
Truck Bias Tyres	100083	12.00-20 LUG TUF ALT TT 18PR	Bias-Ply	12.00-20	LUG TUF ALT	18PR	TubeType												
Truck Bias Tyres	100084	12.00-20 ROAD TUF ALT TT 18PR E4	Bias-Ply	12.00-20	ROAD TUF ALT	18PR	TubeType	E4											
Truck Bias Tyres	100085	12.00-20 UT77 TT 18PR	Bias-Ply	12.00-20	UT77	18PR	TubeType												
Truck Bias Tyres	100086	12.00-20 UT77 TT 18PR E4	Bias-Ply	12.00-20	UT77	18PR	TubeType	E4											
Truck Bias Tyres	100087	12.00-20 UT999 TT 18PR	Bias-Ply	12.00-20	UT999	18PR	TubeType												
Truck Bias Tyres	100092	12.00-24 DURA LUG ALT TT 18PR	Bias-Ply	12.00-24	DURA LUG ALT	18PR	TubeType												
Truck Bias Tyres	100093	12.00-24 HCL SUPER TT 18PR DOT E4	Bias-Ply	12.00-24	HCL SUPER	18PR	TubeType	E3									DOT		
Truck Bias Tyres	100094	12.00-24 HT SUPER TT 18PR E4	Bias-Ply	12.00-24	HT SUPER	18PR	TubeType	E4											
Truck Bias Tyres	100098	12.00-24 TURBO TUF ALT TT 18PR	Bias-Ply	12.00-24	TURBO TUF ALT	18PR	TubeType												
Truck Bias Tyres	100099	12.00-24 UT808 UNITED TT 18PR	Bias-Ply	12.00-24	UT808 UNITED	18PR	TubeType												
Truck Bias Tyres	100101	12.00-24 EXCEL ALT TT 18PR DOT E4	Bias-Ply	12.00-24	EXCEL ALT	18PR	TubeType	E4									DOT		
Truck Bias Tyres	100343	7.50-20 FM TT 12PR	Bias-Ply	7.50-20	FM	12PR	TubeType												
Truck Bias Tyres	100344	7.50-20 TURBO LUG TT 12PR	Bias-Ply	7.50-20	TURBO LUG	12PR	TubeType												
Truck Bias Tyres	100362	8.25-20 HCL SUPER TT 14PR DOT	Bias-Ply	8.25-20	HCL SUPER	14PR	TubeType										DOT		
Truck Bias Tyres	100365	8.25-20 MEGA STAR ALT TT 14PR	Bias-Ply	8.25-20	MEGA STAR ALT	14PR	TubeType												
Truck Bias Tyres	100367	8.25-20 UT77 TT 14PR	Bias-Ply	8.25-20	UT77	14PR	TubeType												
Truck Bias Tyres	100368	8.25-20 UT88 TT 14PR	Bias-Ply	8.25-20	UT88	14PR	TubeType												
Truck Bias Tyres	100369	8.25-20 UTM UNITED TT 14PR	Bias-Ply	8.25-20	UTM UNITED	14PR	TubeType												
Truck Bias Tyres	100370	8.25-20 EXCEL ALT TT 14PR	Bias-Ply	8.25-20	EXCEL ALT	14PR	TubeType												
Truck Bias Tyres	100371	8.25-20 LUG XL TT 16PR	Bias-Ply	8.25-20	LUG XL	16PR	TubeType												
Truck Bias Tyres	100382	9.00-20 FLEET MASTER 141/136K TT 16PR	Bias-Ply	9.00-20	FLEET MASTER	16PR	TubeType			141/136K									
Truck Bias Tyres	100384	9.00-20 FM SUPER TT 16PR	Bias-Ply	9.00-20	FM SUPER	16PR	TubeType												
Truck Bias Tyres	100385	9.00-20 HCL SUPER TT 16PR E4	Bias-Ply	9.00-20	HCL SUPER	16PR	TubeType	E4											
Truck Bias Tyres	100387	9.00-20 HT SUPER TT 16PR	Bias-Ply	9.00-20	HT SUPER	16PR	TubeType												
Truck Bias Tyres	100390	9.00-20 LUG TUF ALT TT 16PR INMET	Bias-Ply	9.00-20	LUG TUF ALT	16PR	TubeType		INMET										
Truck Bias Tyres	100391	9.00-20 MILE XL TT 16PR	Bias-Ply	9.00-20	MILE XL	16PR	TubeType												
Truck Bias Tyres	100392	9.00-20 ROAD TUF ALT TT 16PR INMET	Bias-Ply	9.00-20	ROAD TUF ALT	16PR	TubeType		INMET										
Truck Bias Tyres	100395	9.00-20 UT777 TT 16PR	Bias-Ply	9.00-20	UT777	16PR	TubeType												
Truck Bias Tyres	100397	9.00-20 UT999 TT 16PR	Bias-Ply	9.00-20	UT999	16PR	TubeType												
Truck Bias Tyres	100513	9.00-20 FM SUPER TT 14PR	Bias-Ply	9.00-20	FM SUPER	14PR	TubeType												
Truck Bias Tyres	100557	10.00-20 HCL XL TT 16PR	Bias-Ply	10.00-20	HCL XL	16PR	TubeType												
Truck Bias Tyres	100559	10.00-20 MILE XL RIB TT 16PR	Bias-Ply	10.00-20	MILE XL RIB	16PR	TubeType												
Truck Bias Tyres	100781	8.25-20 FM TT 14PR	Bias-Ply	8.25-20	FM	14PR	TubeType												
Truck Bias Tyres	100782	12.00-20 FM TT 18PR	Bias-Ply	12.00-20	FM	18PR	TubeType												
Truck Bias Tyres	100783	10.00-20 RIB XL TT 16PR	Bias-Ply	10.00-20	RIB XL	16PR	TubeType												
Truck Bias Tyres	100836	9.00-20 HT SUPER XL TT 16PR	Bias-Ply	9.00-20	HT SUPER XL	16PR	TubeType												
Truck Bias Tyres	100843	9.00-20 FM SUPER ALT TT 16PR E4	Bias-Ply	9.00-20	FM SUPER ALT	16PR	TubeType	E4											
Truck Bias Tyres	100844	10.00-20 MILE XL ALT TT 16PR	Bias-Ply	10.00-20	MILE XL ALT	16PR	TubeType												
Truck Bias Tyres	100874	10.00-20 CLT NOVA TT 16PR	Bias-Ply	10.00-20	CLT NOVA	16PR	TubeType												
Truck Bias Tyres	100882	10.00-20 HCL SUPER E TT 16PR E4	Bias-Ply	10.00-20	HCL SUPER E	16PR	TubeType	E4											
Truck Bias Tyres	100924	12.00-20 HCL SUPER TT 18PR	Bias-Ply	12.00-20	HCL SUPER	18PR	TubeType												
Truck Bias Tyres	101159	8.25-20 FM SUPER TT 14PR	Bias-Ply	8.25-20	FM SUPER	14PR	TubeType												
Truck Bias Tyres	101170	9.00-20 MILE XL ALT TT 16PR	Bias-Ply	9.00-20	MILE XL ALT	16PR	TubeType												
Truck Bias Tyres	101177	8.25-20 FM SUPER TT 16PR	Bias-Ply	8.25-20	FM SUPER	16PR	TubeType												
Truck Bias Tyres	101204	9.00-20 TRAC XL TT 16PR V1	Bias-Ply	9.00-20	TRAC XL	16PR	TubeType		V1										
Truck Bias Tyres	101277	10.00-20 LUG XL ALT TT 18PR	Bias-Ply	10.00-20	LUG XL ALT	18PR	TubeType												
Truck Bias Tyres	101278	10.00-20 RIB XL ALT TT 18PR	Bias-Ply	10.00-20	RIB XL ALT	18PR	TubeType												
Truck Bias Tyres	101279	8.25-20 LUG XL ALT TT 16PR	Bias-Ply	8.25-20	LUG XL ALT	16PR	TubeType												
Truck Bias Tyres	101325	11.00-20 MILE XL TT 18PR	Bias-Ply	11.00-20	MILE XL	18PR	TubeType												
Truck Bias Tyres	101337	10.00-20 RD10 TT 16PR	Bias-Ply	10.00-20	RD10	16PR	TubeType												
Truck Bias Tyres	101345	10.00-20 RD09 TT 16PR	Bias-Ply	10.00-20	RD09	16PR	TubeType												
Truck Bias Tyres	101350	8.25-20 LUG XL TT 14PR	Bias-Ply	8.25-20	LUG XL	14PR	TubeType												
Truck Bias Tyres	101351	8.25-20 ROAD TUF SUPER ALT TT 14PR	Bias-Ply	8.25-20	ROAD TUF SUPER ALT	14PR	TubeType												
Truck Bias Tyres	101361	10.00-20 MAXIMA P101 TT 16PR	Bias-Ply	10.00-20	MAXIMA P101	16PR	TubeType												
Truck Bias Tyres	101362	10.00-20 MAXIMA P301 TT 16PR	Bias-Ply	10.00-20	MAXIMA P301	16PR	TubeType												
Truck Bias Tyres	101363	10.00-20 MAXIMA P RIB TT 16PR	Bias-Ply	10.00-20	MAXIMA P RIB	16PR	TubeType												
Truck Bias Tyres	101412	10.00-20 FM SUPER TT 18PR	Bias-Ply	10.00-20	FM SUPER	18PR	TubeType												
Truck Bias Tyres	101423	10.00-20 LUG XL PRO TT 16PR	Bias-Ply	10.00-20	LUG XL PRO	16PR	TubeType												
Truck Bias Tyres	101424	10.00-20 MILE XL PRO TT 16PR	Bias-Ply	10.00-20	MILE XL PRO	16PR	TubeType												
Truck Bias Tyres	101425	11.00-20 MILE XL ALT TT 18PR	Bias-Ply	11.00-20	MILE XL ALT	18PR	TubeType												
Truck Bias Tyres	101430	9.00-20 RT SUPER TT 16PR	Bias-Ply	9.00-20	RT SUPER	16PR	TubeType												
Truck Bias Tyres	101451	10.00-20 MAXIMA P501 TT 16PR	Bias-Ply	10.00-20	MAXIMA P501	16PR	TubeType												
Truck Bias Tyres	101452	10.00-20 MAXIMA P701 TT 18PR	Bias-Ply	10.00-20	MAXIMA P701	18PR	TubeType												
Truck Bias Tyres	101453	9.00-20 MAXIMA P901 TT 16PR	Bias-Ply	9.00-20	MAXIMA P901	16PR	TubeType												
Truck Bias Tyres	101457	8.25-20 MILE XL TT 16PR	Bias-Ply	8.25-20	MILE XL	16PR	TubeType												
Truck Bias Tyres	101458	10.00-20 RT SUPER TT 16PR	Bias-Ply	10.00-20	RT SUPER	16PR	TubeType												
Truck Bias Tyres	101469	10.00-20 RT SUPER TT 18PR	Bias-Ply	10.00-20	RT SUPER	18PR	TubeType												
Truck Bias Tyres	101473	10.00-20 RD12 TT 16PR	Bias-Ply	10.00-20	RD12	16PR	TubeType												
Truck Bias Tyres	101575	10.00-20 RD PRO TT 18PR	Bias-Ply	10.00-20	RD PRO	18PR	TubeType												
Truck Bias Tyres	101583	10.00-20 MILE XL RIB PRO TT 16PR	Bias-Ply	10.00-20	MILE XL RIB PRO	16PR	TubeType												
Truck Bias Tyres	101649	8.25-20 MILE XL RIB TT 16PR	Bias-Ply	8.25-20	MILE XL RIB	16PR	TubeType												
Truck Bias Tyres	101677	11.00-20 MILE XL RIB TT 16PR	Bias-Ply	11.00-20	MILE XL RIB	16PR	TubeType												
Truck Bias Tyres	101678	9.00-20 MILE XL RIB TT 16PR	Bias-Ply	9.00-20	MILE XL RIB	16PR	TubeType												
Truck Bias Tyres	101704	12.00-20 SCH 12 TT 18PR	Bias-Ply	12.00-20	SCH 12	18PR	TubeType												
Truck Bias Tyres	101760	11.00-22 RAMA II TT 16PR INMET	Bias-Ply	11.00-22	RAMA II	16PR	TubeType		INMET										
Truck Bias Tyres	101761	10.00-20 MAXIMA P702 TT 18PR	Bias-Ply	10.00-20	MAXIMA P702	18PR	TubeType												
Truck Bias Tyres	101762	8.25-20 MAXIMA P801 TT 16PR	Bias-Ply	8.25-20	MAXIMA P801	16PR	TubeType												
Truck Bias Tyres	101763	8.25-20 MAXIMA P802 TT 16PR	Bias-Ply	8.25-20	MAXIMA P802	16PR	TubeType												
Truck Bias Tyres	101764	10.00-20 KAAR KARRIER TT 16PR	Bias-Ply	10.00-20	KAAR KARRIER	16PR	TubeType												
Truck Bias Tyres	101827	10.00-20 HCL SUPER HL+HD TT 16PR	Bias-Ply	10.00-20	HCL SUPER HL+HD	16PR	TubeType												
Truck Bias Tyres	101828	10.00-20 FM SUPER+HD TT 16PR	Bias-Ply	10.00-20	FM SUPER+HD	16PR	TubeType												
Truck Bias Tyres	101857	10.00-20 FM78+HD TT 16PR	Bias-Ply	10.00-20	FM78+HD	16PR	TubeType												
Truck Bias Tyres	101858	10.00-20 MILE XL RIB+HD TT 16PR	Bias-Ply	10.00-20	MILE XL RIB+HD	16PR	TubeType												
Truck Bias Tyres	101899	10.00-20 MILE XL SL TT 16PR	Bias-Ply	10.00-20	MILE XL SL	16PR	TubeType												
Truck Bias Tyres	101933	9.00-20 FM SUPER TT 16PR DOM	Bias-Ply	9.00-20	FM SUPER	16PR	TubeType											DOM	
Truck Bias Tyres	101934	9.00-20 FM SUPER TT 14PR DOM	Bias-Ply	9.00-20	FM SUPER	14PR	TubeType											DOM	
Truck Bias Tyres	101956	10.00-20 MILE XL SL+HD TT 16PR	Bias-Ply	10.00-20	MILE XL SL+HD	16PR	TubeType												
Truck Bias Tyres	101979	10.00-20 HCL SUPER XL TT 16PR	Bias-Ply	10.00-20	HCL SUPER XL	16PR	TubeType												
Truck Bias Tyres	101999	10.00-20 RD115 TT 16PR	Bias-Ply	10.00-20	RD115	16PR	TubeType												
Truck Bias Tyres	102027	9.00-20 MILE XL SL TT 16PR	Bias-Ply	9.00-20	MILE XL SL	16PR	TubeType												
Truck Bias Tyres	102068	10.00-20 MILE XL+HD TT 16PR	Bias-Ply	10.00-20	MILE XL+HD	16PR	TubeType												
Truck Bias Tyres	102131	8.25-20 LUG XL PRO TT 16PR	Bias-Ply	8.25-20	LUG XL PRO	16PR	TubeType												
Truck Bias Tyres	102252	11.00-20 MILE XL RIB+HD TT 16PR	Bias-Ply	11.00-20	MILE XL RIB+HD	16PR	TubeType												
Truck Bias Tyres	102253	11.00-20 MILE XL+HD TT 16PR	Bias-Ply	11.00-20	MILE XL+HD	16PR	TubeType												
Truck Bias Tyres	102332	8.25-20 MILE XL RIB PRO TT 16PR	Bias-Ply	8.25-20	MILE XL RIB PRO	16PR	TubeType												
Truck Bias Tyres	102741	12.00-20 HCL SUPER TT 18PR DEF	Bias-Ply	12.00-20	HCL SUPER	18PR	TubeType												DEF
Truck Bias Tyres	102743	10.00-20 SS139 SUNSTONE TT 16PR	Bias-Ply	10.00-20	SS139 SUNSTONE	16PR	TubeType												
Truck Bias Tyres	102857	9.00-20 XR512 TEXXAN TT 16PR	Bias-Ply	9.00-20	XR512 TEXXAN	16PR	TubeType												
Truck Bias Tyres	102863	11.00-20 XR510 TEXXAN TT 16PR	Bias-Ply	11.00-20	XR510 TEXXAN	16PR	TubeType												
Truck Bias Tyres	102865	12.00-20 XR511 TEXXAN TT 18PR	Bias-Ply	12.00-20	XR511 TEXXAN	18PR	TubeType												
Truck Bias Tyres	102866	12.00-20 XL912 TEXXAN TT 18PR	Bias-Ply	12.00-20	XL912 TEXXAN	18PR	TubeType												
Truck Bias Tyres	102988	10.00-20 FM SUPER XL+HD TT 16PR	Bias-Ply	10.00-20	FM SUPER XL+HD	16PR	TubeType												
Truck Bias Tyres	102989	9.00-20 FM SUPER+ TT 14PR	Bias-Ply	9.00-20	FM SUPER+	14PR	TubeType												
Truck Bias Tyres	102990	8.25-20 MILE XL RIB+HD TT 16PR	Bias-Ply	8.25-20	MILE XL RIB+HD	16PR	TubeType												
Truck Bias Tyres	103036	12.00-24 HT SUPER+ TT 18PR	Bias-Ply	12.00-24	HT SUPER+	18PR	TubeType												
Truck Bias Tyres	103037	12.00-24 TURBO TUF+ ALT TT 18PR	Bias-Ply	12.00-24	TURBO TUF+ ALT	18PR	TubeType												
Truck Bias Tyres	103093	10.00-20 K-300+HD KOMBAT TT 16PR V1	Bias-Ply	10.00-20	K-300+HD KOMBAT	16PR	TubeType		V1										
Truck Bias Tyres	103094	10.00-20 K-200+HD KOMBAT TT 16PR V1	Bias-Ply	10.00-20	K-200+HD KOMBAT	16PR	TubeType		V1										
Truck Bias Tyres	103095	10.00-20 K-100+HD KOMBAT TT 16PR V1	Bias-Ply	10.00-20	K-100+HD KOMBAT	16PR	TubeType		V1										
Truck Bias Tyres	103101	8.25-20 MILE XL SL+HD TT 16PR	Bias-Ply	8.25-20	MILE XL SL+HD	16PR	TubeType												
Truck Bias Tyres	103273	10.00-20 FM SUPER XL+HD TT 16PR	Bias-Ply	10.00-20	FM SUPER XL+HD	16PR	TubeType												
Truck Bias Tyres	103292	10.00-20 MILE XL RIB+ TT 16PR	Bias-Ply	10.00-20	MILE XL RIB+	16PR	TubeType												
Truck Bias Tyres	103381	10.00-20 RD SUPER G TT 18PR	Bias-Ply	10.00-20	RD SUPER G	18PR	TubeType												
Truck Bias Tyres	103576	10.00-20 HCL MILER+HD TT 16PR	Bias-Ply	10.00-20	HCL MILER+HD	16PR	TubeType												
Truck Bias Tyres	103760	10.00-20 MAXIMA P301+HD MAXIMA TT 16PR	Bias-Ply	10.00-20	MAXIMA P301+HD MAXIMA	16PR	TubeType												
Truck Bias Tyres	103918	11.00-20 K-300+HD KOMBAT TT 16PR V1	Bias-Ply	11.00-20	K-300+HD KOMBAT	16PR	TubeType		V1										
Truck Bias Tyres	104101	10.00-20 MAXIMA E RIB MAXIMA TT 16PR	Bias-Ply	10.00-20	MAXIMA E RIB MAXIMA	16PR	TubeType												
Truck Bias Tyres	104291	10.00-20 MILE XL RIB TRAILR MIXR TT 16PR	Bias-Ply	10.00-20	MILE XL RIB TRAILR MIXR	16PR	TubeType												
Truck Bias Tyres	104452	10.00-20 LYFMAX RIB TT 16PR	Bias-Ply	10.00-20	LYFMAX RIB	16PR	TubeType												
Truck Bias Tyres	104701	10.00-20 LYFMAX LUG TT 16PR	Bias-Ply	10.00-20	LYFMAX LUG	16PR	TubeType												
Truck Bias Tyres	104970	10.00-20 K-300+HD KOMBAT TT 16PR	Bias-Ply	10.00-20	K-300+HD KOMBAT	16PR	TubeType												
